title,category,link
"BBC reports from scene of deadly New Orleans attack - The BBC's Anna Adams had been celebrating New Year in the city, just a few hours before the attack.",Americas,https://www.bbc.com/news/videos/c2ldqdq98xgo
Trump to be sentenced over hush money case but judge signals no jail time - Trump had attempted to use his presidential election victory to dismiss the case against him.,Americas,https://www.bbc.com/news/articles/c390mrmxndyo
Mike Johnson survives razor-thin vote to remain House Speaker - Trump's pick has secured the powerful House Speaker role after surviving a close vote against Democrat Hakeem Jeffries.,Americas,https://www.bbc.comhttps://www.bbc.com/news/live/c77j0n6385zt
"US Olympic sprinter Kerley tasered after police confrontation - United States Olympic sprinter Fred Kerley is tasered and arrested by police following a confrontation with officers in Miami, Florida.",Sports,https://www.bbc.com/sport/athletics/articles/clykl7gl586o
Four unanswered questions after Las Vegas Cybertruck explosion - Officials still do not know why a US Army soldier drove the Tesla more than 800 miles from Colorado to Las Vegas.,Americas,https://www.bbc.com/news/articles/cp3zrvx1qpzo
What one picture tells us about Trump's power in Congress - Friday's vote underscores the challenges for Trump in keeping House Republicans united to legislate his agenda.,Americas,https://www.bbc.com/news/articles/c07glvjv83go
FBI releases new video in hunt for 6 January pipe bomb suspect - The suspect is seen placing a device near the Democratic National Committee headquarters a night before the Capitol riot.,Americas,https://www.bbc.com/news/videos/ckgzwywe3k6o
"Suspect in Cybertruck explosion had no animosity toward Trump, suffered from PTSD - Police said the Las Vegas blast appeared to be a ""tragic case of suicide"". ",Americas,https://www.bbc.com/news/articles/cp3z0x6yx67o
US top doctor calls for cancer warnings on alcohol - Surgeon General Vivek Murthy says warning labels should be updated to increase awareness of links to seven types of cancer.,Americas,https://www.bbc.com/news/articles/cj90x3np0zpo
"The Osmonds pay tribute to 'genius' brother Wayne - The guitarist and singer, who co-wrote some of the family's biggest hits, dies at the age of 73.",Family & Education,https://www.bbc.com/news/articles/c20wl3957g5o
Apple to pay $95m to settle Siri 'listening' lawsuit - The tech giant denies wrongdoing after being accused of eavesdropping on customers.,Technology,https://www.bbc.com/news/articles/cr4rvr495rgo
Five things to watch as Congress begins a new year - The Republicans' slim House majority faced an early test with the re-election of Speaker Mike Johnson.,Americas,https://www.bbc.com/news/articles/cjr2073lynjo
"Who were the victims of the New Orleans attack? - An American college football player, a young aspiring nurse and a mother of a four-year-old are among the victims.",Americas,https://www.bbc.com/news/articles/c5ygrvveye0o
"Briton among dead in New Orleans vehicle attack - Edward Pettifer, 31, of London was among at least 14 killed on New Year's Day, the Met confirms.",Americas,https://www.bbc.com/news/articles/cvgxy88rdj5o
"Johnson re-elected as House Speaker in razor-tight margin  - Republican Mike Johnson could only lose two votes from his own party in his bid for speaker re-election, and he nearly did. ",Americas,https://www.bbc.com/news/articles/cj0r6mg1yr7o
Biden blocks Japan's Nippon Steel from buying US Steel - Biden decided to scrap the deal despite concerns that it could damage Washington's relations with Tokyo.,Americas,https://www.bbc.com/news/articles/cx2vz83pg9eo
Suspect was pictured in New Orleans before attack - what else do we know? - He reportedly placed explosives in the area before changing clothes and driving into pedestrians.,Americas,https://www.bbc.com/news/articles/c205ek63433o
"Trump to be sentenced over hush money case but judge signals no jail time - The US president-elect dismisses the case as ""nothing but a rigged charade"".",Americas,https://www.bbc.com/news/articles/c390mrmxndyo
"Biden awards Wintour, Bono and Soros with Medal of Freedom  - Campaigners, politicians and athletes are among those receiving the US's highest civilian award. ",Americas,https://www.bbc.com/news/articles/ced87711zlno
"King saddened by death of ex-royal nanny's stepson in New Orleans attack - Edward Pettifer, whose step-mother Tiggy Legge-Bourke was Prince William and Harry's nanny, was among 14 killed.",UK/Local,https://www.bbc.com/news/articles/cvg7y0dendeo
"Suspect in Cybertruck blast suffered from PTSD - Police said the US army member had no animosity toward Trump and the blast appeared to be a ""tragic case of suicide"". ",Americas,https://www.bbc.com/news/articles/cp3z0x6yx67o
Biden blocks Japan's Nippon Steel from buying US Steel - Biden decided to scrap the deal despite concerns that it could damage Washington's relations with Tokyo.,World,https://www.bbc.com/news/articles/cx2vz83pg9eo
"Briton among dead in New Orleans vehicle attack - The family of London man Edward Pettifer mourn a ""wonderful son, brother, grandson, nephew and friend"". ",Americas,https://www.bbc.com/news/articles/cvgxy88rdj5o
"What we know about the Cybertruck explosion in Las Vegas - The BBC's Lily Jamali reports from outside the Trump International Hotel, where the explosion took place.",Americas,https://www.bbc.com/news/videos/c17d14vrwwyo
"Prince William shocked by death of ex-nanny's stepson in New Orleans attack - Edward Pettifer, whose step-mother Tiggy Legge-Bourke was Prince William and Harry's nanny, was among 14 killed.",UK/Local,https://www.bbc.com/news/articles/cvg7y0dendeo
'Powerful yet so humble' - Americans gather to say goodbye to Jimmy Carter - Carter will be flown to Washington DC this week where he will lie in state at the US Capitol before a service.,Americas,https://www.bbc.com/news/articles/c878zglqx23o
"Biggest winter storm in over a decade forecast to hit US - The severe weather, spanning from the Midwest to Washington DC, is a ""potential disaster"", says one forecaster.",Americas,https://www.bbc.com/news/articles/c0kvlkvzdgzo
"Slicing veggies, baking cakes - will Meghan's rebrand work? - The Duchess of Sussex appears to be embarking on a new era in her glossy new Netflix show.",Family & Education,https://www.bbc.com/news/articles/cp9n3l07k2ro
"Filmmaker Jeff Baena, husband of Aubrey Plaza, dead at 47 - His body was found by an assistant at his Los Angeles home on Friday morning, US media report.",Family & Education,https://www.bbc.com/news/articles/cvgny622w0zo
Washington Post cartoonist quits after Bezos satire is rejected - The newspaper decided not to run Ann Telnaes' cartoon of tycoons kneeling before Donald Trump.,Americas,https://www.bbc.com/news/articles/cn4xk4y2emro
"Biden honours Wintour, Bono and Soros with Medal of Freedom  - Campaigners, politicians and athletes are among those receiving the US's highest civilian award. ",Americas,https://www.bbc.com/news/articles/ced87711zlno
"Zendaya and Timothée Chalamet among stars gathering for Golden Globes - Zendaya, Selena Gomez and Ariana Grande are among the nominees at the Los Angeles ceremony.",Americas,https://www.bbc.com/news/articles/cew25kgdn5do
"William shocked by death of ex-nanny's stepson in New Orleans attack - The Prince of Wales said his ""thoughts and prayers"" were with the family of Edward Pettifer, who was among 14 killed.",UK/Local,https://www.bbc.com/news/articles/cvg7y0dendeo
"Watch: Michael J Fox, Bono and Anna Wintour awarded Medal of Freedom - President Joe Biden gave the US's highest civilian honour to 19 people, including Denzel Washington and Hillary Clinton.",Americas,https://www.bbc.com/news/videos/c2dx6gd0k66o
What is a state funeral and who will attend Jimmy Carter's? - America's goodbye to its 39th president - which will include a stop at the US Capitol - has officially begun.,Americas,https://www.bbc.com/news/articles/c3dxy58epnjo
"Millions hit by huge winter storm as seven US states declare state of emergency  - A state of emergency has been declared in seven states, with the storm set to bring the coldest temperatures in over a decade.",Americas,https://www.bbc.comhttps://www.bbc.com/news/live/c1mr4pn811xt
Watch: Snow blankets parts of US as cold snap takes hold - Watch: Snow blankets parts of US as cold snap takes hold,Americas,https://www.bbc.comhttps://www.bbc.co.uk/programmes/p0kgrqtc
New Orleans attacker wore Meta smart glasses - what else do we know? - Investigators are also looking into the attacker's back-to-back travel to Egypt and Canada in 2023.,Americas,https://www.bbc.com/news/articles/c205ek63433o
"Trump's eyeing Greenland - but other Arctic investment is frozen - While Trump eyes Greenland, Norway and Russia have put the brakes on their polar region investments.",Americas,https://www.bbc.com/news/articles/c4gj72m8x3zo
Here's what to know about winter storm pummeling North America - Up to a foot of snow is expected from Ohio to Washington DC in what could be the biggest such accumulation in over a decade.,Americas,https://www.bbc.com/news/articles/c0kvlkvzdgzo
"Demi Moore continues comeback with Golden Globe win - The ceremony, seen as a major precursor to the Oscars, is currently taking place in Los Angeles.",Family & Education,https://www.bbc.com/news/articles/cew25kgdn5do
"New York first US city to have congestion charge - The scheme has faced resistance, including from President-elect Donald Trump.",Americas,https://www.bbc.com/news/articles/cjr2wn3zvqvo
"After bruising election loss, what next for Kamala Harris? - The outgoing vice-president is weighing her options, which could include another White House run, or a bid to be California's governor.",Americas,https://www.bbc.com/news/articles/cgq1dwpxvnxo
Amazon to release Melania Trump documentary - The soon-to-be first lady will serve as an executive producer on the film. ,Americas,https://www.bbc.com/news/articles/cg52j4lp57jo
Watch: Snow blankets parts of US as cold snap takes hold - Parts of the US have been covered in snow as a severe winter storm sweeps the country.,Americas,https://www.bbc.com/news/videos/c1elx48e56eo
Watch: Heavy snow as severe US winter storm moves east - Mid-Atlantic states can expect heavy snow falls as the storm pushes east from the southern plains.,Americas,https://www.bbc.com/news/videos/ce3l6xnp011o
"Michael J Fox, Bono and Anna Wintour awarded Medal of Freedom - President Joe Biden gave the US's highest civilian honour to 19 people, including Denzel Washington and Hillary Clinton.",Americas,https://www.bbc.com/news/videos/c2dx6gd0k66o
"Who were the victims of the Bourbon Street attack? - An American college football player, a young aspiring nurse and a mother of a four-year-old are among the victims.",Americas,https://www.bbc.com/news/articles/c5ygrvveye0o
"Five dead as huge winter storm grips swathe of US - Seven US states declared emergencies owing to the polar vortex of icy air that usually circles the North Pole.
",Americas,https://www.bbc.com/news/articles/cy9q7lvj34ro
"Canada's Justin Trudeau cites 'internal battles' as he ends nine-year run - In power since 2015, Trudeau said he would resign after a new leader of his Liberal Party is chosen.",Americas,https://www.bbc.com/news/articles/c878ryr04p8o
"Harris certifies Trump's US election win, four years after Capitol riot - Monday's session in Congress came on the anniversary of violence by Trump supporters on 6 January 2021.",Americas,https://www.bbc.com/news/articles/cd9x33z8nzpo
"Trump Jr to visit Greenland after dad says US should own the territory - The president-elect says Greenland ""will benefit tremendously if, and when, it becomes part of our nation"". ",World,https://www.bbc.com/news/articles/c5yv10knyd9o
Watch moment Trudeau announces he will step down - Trudeau says he intends to resign as party leader and as prime minister after the party selects its next leader.,Americas,https://www.bbc.com/news/videos/c5yd157rl21o
"Who might replace Trudeau as Liberal Party leader? - Cabinet ministers, a former central banker and a one-time provincial premier are all reportedly eyeing the top job.",Americas,https://www.bbc.com/news/articles/c3904r98lnlo
"Biden meets exiled Venezuelan opposition candidate - US President Joe Biden calls González ""the true winner"" of Venezuela's presidential election.",World,https://www.bbc.com/news/articles/cp31ellx2nvo
"Why the Trudeau era has come to an end now - A self-described fighter, Prime Minister Justin Trudeau ignored calls for him to step down - until he couldn't. ",Americas,https://www.bbc.com/news/articles/c17d402e5rwo
What happens next for Canada?  - Trudeau said he will step aside as Prime Minister and Liberal leader. What does that mean for the country?,Americas,https://www.bbc.com/news/articles/czjdr98n1kxo
"What to know about winter storm hitting North America - The extreme weather is being caused by the polar vortex, an area of cold air that circulates around the Arctic.",Americas,https://www.bbc.com/news/articles/c0kvlkvzdgzo
Biden bans offshore drilling across vast area of US - The ban covering most of America's coastline comes two weeks before Donald Trump's inauguration ceremony.,Americas,https://www.bbc.com/news/articles/cvg6dg30vq0o
"Moment over 100,000 teddy bears fly onto ice rink - The ice hockey event saw a ""world record"" 102,343 teddy bears fly into the ice rink in a moment of ""sweet cuddly mayhem"", with the stuffed toys set to be collected for charity.",Americas,https://www.bbc.com/news/videos/cr7vg45y0g7o
Major snowstorm covers beaches and brings skiers out in DC - Storm Blair has brought freezing temperatures across the East Coast and Midwest US.,Science & Environment,https://www.bbc.com/news/videos/cx26ryx1dr9o
Watch: Moment avalanche barrels down Utah mountain - Five inches (12.7cm) of snow fell in the Little Cottonwood Canyon area causing the slide.,Americas,https://www.bbc.com/news/videos/c3vrgkdk9q3o
"Trump's eyeing Greenland - but other Arctic investment is frozen - While Trump eyes Greenland, Norway and Russia have put the brakes on their polar region investments.",Business,https://www.bbc.com/news/articles/c4gj72m8x3zo
UFC boss to join board of Facebook owner Meta  - It comes days after former UK deputy PM Sir Nick Clegg left his top job at the social media giant.,Americas,https://www.bbc.com/news/articles/c627p8leww1o
Trudeau's nine years as Canada's prime minister... in 85 seconds - The second-youngest PM stepped down amid growing pressure from within his party and beyond.,Americas,https://www.bbc.com/news/videos/cx26r7grgp1o
Judge denies Trump bid to delay sentencing in hush money case - The incoming president's lawyers vowed to challenge the decision to proceed with sentencing this week.,Americas,https://www.bbc.com/news/articles/ceql4llxxp9o
Giuliani held in contempt of court in $148m defamation case - The former New York mayor falsely accused two Georgia election workers of tampering with votes during the 2020 election.,Americas,https://www.bbc.com/news/articles/c4g2jq3wn88o
Bank regulator resigns before Trump term citing 'risk of dispute'  - Michael Barr had been a target of Republicans for his call for stricter oversight of banks.,Americas,https://www.bbc.com/news/articles/c5yg1g7zzpgo
"Watch moment Kamala Harris certifies US election result - Harris, who Trump defeated in the 2024 election, presided over the event as required by the US Constitution.",Americas,https://www.bbc.com/news/videos/c3rqgwxwl2yo
"Why the Trudeau era has come to an end now - A self-described fighter, Canadian Prime Minister Justin Trudeau ignored calls for him to step down - until he couldn't.",Americas,https://www.bbc.com/news/articles/c17d402e5rwo
Justin Trudeau's resignation speech in full - The Canadian prime minister says he will step down once his party elects a new leader.,Americas,https://www.bbc.com/news/articles/cvg62lvr845o
"Canada country profile - Provides an overview of Canada, including key dates and facts about this North American country.",Americas,https://www.bbc.com/news/world-us-canada-16841111
"Canadian PM Justin Trudeau may quit within days, say media reports - The pressure has been building for months, with sinking poll numbers for the prime minister's ruling Liberal Party.",Americas,https://www.bbc.com/news/articles/c4g211j728wo
"How will Congress certify Trump's electoral college win?  - The last time lawmakers met for the routine procedure, things went awry. That is not expected this year.",Americas,https://www.bbc.com/news/articles/c5yxn8nnnkvo
"Watch: Best moments from the 2025 Golden Globes - Winners included Demi Moore, Emilia Pérez, The Brutalist and Wicked, while Baby Reindeer and Shōgun won the big TV prizes.",Americas,https://www.bbc.com/news/videos/c62wyyxyey6o
"US election 2024 data tables for Wyoming results - US election 2024 data tables for Wyoming showing the results for the state presidential, gubernatorial and senate elections. ",Americas,https://www.bbc.com/news/articles/cjwdw8y15ndo
"Thousands told to abandon homes as three wildfires rip through Los Angeles suburbs - Witnesses describe homes being ""completely levelled"" by the spreading blaze, as strong winds fan the flames towards the city.",Americas,https://www.bbc.comhttps://www.bbc.com/news/live/c5y81zyp1ext
Palisades fire burns homes as thousands evacuate in LA - The blaze has been fuelled by fierce winds that are expected to reach up to 100mph (160km/h).,Americas,https://www.bbc.com/news/videos/c7082gd1737o
Former President Jimmy Carter lies in state at US Capitol - Members of the public will be able to come pay their respects in Washington ahead of the former president's funeral on Thursday.,Americas,https://www.bbc.comhttps://www.bbc.com/news/live/c5y817zzgxqt
OpenAI boss denies sister's allegations of childhood rape  - Ann Altman filed a lawsuit alleging her brother sexually abused her between 1997 and 2006.,Business,https://www.bbc.com/news/articles/cz6lq6x2gd9o
Trump ramps up threats to gain control of Greenland and Panama Canal - The president-elect said he would not rule out the use of military force to seize control of the Panama Canal and Greenland.,Americas,https://www.bbc.com/news/articles/c4gzn48jwz2o
How Canada's immigration debate soured - and helped seal Trudeau's fate - Immigration has long been a polarising issue in the West but Canada mostly avoided it - until now,Other,https://www.bbc.com/news/articles/c8rjzr7vexmo
"Trudeau says 'not a snowball's chance in hell' Canada will join US - The comment follows Donald Trump's threat on Tuesday to use ""economic force"" to acquire its neighbour to the north.",Americas,https://www.bbc.com/news/articles/c4gzn4xx0q2o
"Bezos-owned Washington Post cuts more jobs, reports say - Layoffs come at a time of growing losses and turmoil over editorial decisions at the US newspaper.",Business,https://www.bbc.com/news/articles/c623ppl5d8ro
"Facebook and Instagram get rid of fact checkers - Meta says its platforms will instead rely on ""community notes"" from its users, an approach pioneered by X.",Technology,https://www.bbc.com/news/articles/cly74mpy8klo
First bird flu-related death reported in US - Louisiana's health department says the 65-year-old patient had underlying health conditions.,Americas,https://www.bbc.com/news/articles/cqx85y07jz9o
Aubrey Plaza calls husband's death 'unimaginable tragedy' - The actress and filmmaker's family ask for privacy after the announcement of his death at the weekend.,Family & Education,https://www.bbc.com/news/articles/cp836yw659ko
Carney 'considering' campaign to replace Canada's Trudeau - The former Bank of Canada and Bank of England chief has long been considered a contender for Liberal leader.,Americas,https://www.bbc.com/news/articles/cvgp2qp5ez4o
"Fire department bulldozer heads down Sunset Boulevard - The machinery was used to move hundreds of abandoned cars, clearing the road for fire crews.",Americas,https://www.bbc.com/news/videos/c24n4pz6p2eo
Man trapped inside driverless car as it spins in circles - Mike Johns was on his way to the airport when the Waymo robotaxi began circling a parking lot non-stop,Americas,https://www.bbc.com/news/videos/c70e2g09ng9o
"Moment over 100,000 teddy bears fly onto ice rink - A ""world record"" number of cuddly toys were thrown into the rink during a US ice hockey match.",Americas,https://www.bbc.com/news/videos/cr7vg45y0g7o
'Run for your lives!' LA residents abandon cars to flee wildfire on foot - Evacuees describe apocalyptic scenes as a brush fire exploded into a raging inferno within hours.,Americas,https://www.bbc.com/news/articles/c0kv6k8yd4go
What happened on 9/11 and who is Khalid Sheikh Mohammed? - The 2001 attack on New York's Twin Towers had a profound impact on the US and across the globe.,Americas,https://www.bbc.com/news/world-us-canada-57698668
"Watch: View of LA fires over iconic Santa Monica skyline - Footage shows plumes of smoke billowing above Santa Monica, where an evacuation order is in place.",Americas,https://www.bbc.com/news/videos/c1404l5x3p4o
Watch: Timelapse shows rapid spread of Palisades wildfire - A plume of smoke is seen billowing over Los Angeles in a video charting the wildfire's growth.,Americas,https://www.bbc.com/news/videos/crrwr9580yqo
Watch: Inside neighbourhood totally lost in LA fires - Homes are gone in the wealthy Pacific Palisades area as wildfires rage on.,Americas,https://www.bbc.com/news/videos/cy9q942y4nxo
"Meghan 'devastated' after death of rescue dog - The duchess said on Instagram she had 'cried too many tears to count' since the death of her beagle, Guy.",Americas,https://www.bbc.com/news/articles/c78523r8gnxo
Judge blocks release of special counsel's report on Trump  - Lawyers of the US president-elect oppose the release of findings from two abandoned criminal investigations.,Americas,https://www.bbc.com/news/articles/c99xe7m0vnpo
Appeals court refuses to delay Trump sentencing in hush-money case - Justice Juan Merchan's order that Trump appear in court on 10 January will stand,Americas,https://www.bbc.com/news/articles/ceql4llxxp9o
Jimmy Carter lies in state after procession to US Capitol - The former president's coffin was transported to Washington DC from Georgia on Tuesday.,Americas,https://www.bbc.com/news/videos/cvgx2z76deeo
"Trump Jr arrives in Greenland after dad says US should own the territory - The president-elect has said Denmark's territory ""will benefit tremendously if, and when, it becomes part of our nation"". ",Americas,https://www.bbc.com/news/articles/c5yv10knyd9o
Two people found dead in JetBlue plane landing gear - A medical examiner's office is performing an autopsy to determine their cause of death. ,Americas,https://www.bbc.com/news/articles/cj90m8gxn3xo
"Body of Jimmy Carter to be taken to Washington to lie in state - The former US president will have a funeral service on Thursday, a national day of mourning. ",Americas,https://www.bbc.com/news/articles/cd601z5240do
WWE kicks off Netflix era with return of big stars - Stars such as The Rock and John Cena make a return as the flagship Raw show launches on Netflix.,Americas,https://www.bbc.com/news/articles/c8xjzxwxxq0o
"New wildfire sweeps through Hollywood Hills and threatens landmarks as chaos grips LA - Streets are gridlocked in Hollywood, as a fire chief tells the BBC that the flames are spreading rapidly with ""zero"" chance of containing it.",Americas,https://www.bbc.comhttps://www.bbc.com/news/live/c5y81zyp1ext
"Moment friends abandon house as Palisades fire closes in - The blaze has been declared the most destructive in the city's history with more than 1,000 structures destroyed.",Americas,https://www.bbc.com/news/videos/c4gwg2neg16o
Germany and France warn Trump over threat to take over Greenland - The EU's two leading members were reacting to the US president-elect's plans to acquire Denmark's autonomous territory.,World,https://www.bbc.com/news/articles/ckg9gvg3452o
"Huge problems with axing fact-checkers, Meta oversight board says - The body's co-chair says moving to community notes could have a big impact on gender rights and minority groups.",Technology,https://www.bbc.com/news/articles/cjwlwlqpwx7o
What it's like inside LA's real life apocalypse movie - BBC reporter David Willis says he has never witnessed a disaster in Los Angeles so widespread and so unpredictable. ,Americas,https://www.bbc.com/news/articles/c86w61839pyo
In maps: Thousands of acres on fire in LA - Maps and images showing how the fires currently affecting the Los Angeles area are developing.,Americas,https://www.bbc.com/news/articles/cg525q2ggl4o
"Wicked leads SAG Awards race but Jolie snubbed - Jonathan Bailey, Cynthia Erivo and Ariana Grande are all recognised at the Oscars precursor.",Family & Education,https://www.bbc.com/news/articles/c1595v4qq4eo
'We need to get out of here!' Palisades residents describe flight from inferno - David Latt said he and his wife had just 10 minutes to grab important documents and family photographs,Americas,https://www.bbc.com/news/articles/cwyxyxk3l32o
"Fires reach Hollywood with fears iconic sign could be at risk - The latest blaze, Sunset Fire, is threatening homes and landmarks as Hollywood is evacuated.",Americas,https://www.bbc.com/news/videos/c8rjr1vrx24o
"Day two of LA fires: Inferno skies and charred homes - One resident watching as her home burned said her neighbourhood was like driving through a ""war zone"".",Americas,https://www.bbc.com/news/videos/cvgmg85pz05o
"BBC reporter surrounded by LA fire destruction - Emma Vardy assesses the damage along Pacific Coast Highway, as winds continue to worsen the fires in the area.",Americas,https://www.bbc.com/news/videos/cvgpg5p3pjwo
Inside a neighbourhood totally lost in inferno - Homes are gone in the wealthy Pacific Palisades area as wildfires rage on.,Americas,https://www.bbc.com/news/videos/cy9q942y4nxo
Timelapse shows rapid spread of Palisades wildfire - A plume of smoke is seen billowing over Los Angeles in a video charting the wildfire's growth.,Americas,https://www.bbc.com/news/videos/crrwr9580yqo
'Run for your lives!' LA residents abandon cars to flee fire on foot - Evacuees describe apocalyptic scenes as a brush fire exploded into a raging inferno within hours.,Americas,https://www.bbc.com/news/articles/c0kv6k8yd4go
"The weird wind that can supercharge heatwaves and wildfire - Hot ""hairdryer"" winds that whip down mountainsides may become more of a problem with climate change.",Americas,https://www.bbc.comhttps://www.bbc.com/future/article/20230817-the-weird-wind-that-can-supercharge-heatwaves-and-wildfire
Billy Crystal and Paris Hilton among celebrities to lose homes in wildfires - Actor James Woods breaks down in tears on live TV as he describes how his Pacific Palisades property was razed.,Americas,https://www.bbc.com/news/articles/crmnm2g1z74o
"High winds, lack of rain and climate change stoking California fires - Experts say that rising global temperatures are making wild fires more likely in California.",Science & Environment,https://www.bbc.com/news/articles/c0ewe4p9128o
Watch: Moment house collapses as LA wildfires rage on - Footage shows the moment a four-storey home collapses after being engulfed by flames.,Americas,https://www.bbc.com/news/videos/c4gxglq695wo
Timelapse captures intensity of roaring fire in Palisades - A glimpse of just 90 minutes in the luxury LA neighbourhood ravaged by wildfires.,Americas,https://www.bbc.com/news/videos/cx2v2dlvexxo
"Hollywood Hills evacuated as LA fire spreads - A fire official says the blaze is ""rapidly expanding"" and there's ""zero"" progress on containing the fires. ",Americas,https://www.bbc.com/news/articles/cj0r01n79lno
Timelapse captures intensity of roaring fire in Palisades - A glimpse of just 90 minutes in the luxury LA neighbourhood ravaged by wildfires.,Americas,https://www.bbc.com/news/articles/c9838q70007o
'Where do I go?': Chaos on Hollywood streets as people flee flames - People are running away from their homes as the Sunset fire sweeps through Hollywood Hills. ,Americas,https://www.bbc.com/news/articles/cdeke468rwpo
"Watch: Fires reach Hollywood with fears iconic sign could be at risk - The latest blaze, Sunset Fire, is threatening homes and landmarks as Hollywood is evacuated.",Americas,https://www.bbc.com/news/videos/c8rjr1vrx24o
"The man who could become Canada's future PM - As a conservative populist poised to win power, Pierre Poilievre has drawn comparisons to Donald Trump - but he has a very Canadian story.",Americas,https://www.bbc.com/news/articles/c9dpde9dxp0o
"Los Angeles fires leave firefighters and water supply overwhelmed - ""There are not enough firefighters in all of LA County to address four separate fires of this magnitude,"" LA County Fire Chief said.",Americas,https://www.bbc.com/news/articles/cvg9gvv8lylo
Man arrested with machete and knives at US Capitol - The man was stopped at a security checkpoint while trying to enter the building's visitor centre. ,Americas,https://www.bbc.com/news/articles/c93839wy1x7o
Joe Biden says he could have defeated Donald Trump - The outgoing president also says he is considering pardons for Trump foes.,Americas,https://www.bbc.com/news/articles/cx2v2pz38g8o
"Mexico's president rebukes Trump vow to rename Gulf of Mexico - Claudia Sheinbaum chided the US president-elect and proposed a part of the US be renamed ""Mexican America"" like it was in 1607.",Americas,https://www.bbc.com/news/videos/cvg6gndgl1ro
"LA blaze reportedly engulfs school made famous by Hollywood  - A high school that appeared in films such as Carrie is said to have been impacted by blazes, according to an official.",Americas,https://www.bbc.com/news/articles/cdxzxy4zkw1o
Trump asks US Supreme Court to halt criminal sentencing - The eleventh-hour filing comes after two lower courts rejected his efforts to block Friday's sentencing.,Americas,https://www.bbc.com/news/articles/cwypyg9nndpo
Ferocious and explosive fire burns behind CBS reporter - Flames are seen climbing trees and embers fly as wind gusts continue to fuel wildfires in LA.,Americas,https://www.bbc.com/news/videos/cz6l6j5dy8jo
"View of LA fires over iconic Santa Monica skyline - Footage shows plumes of smoke billowing above Santa Monica, where an evacuation order is in place.",Americas,https://www.bbc.com/news/videos/c1404l5x3p4o
Inside neighbourhood totally lost in LA fires - Homes are gone in the wealthy Pacific Palisades area as wildfires rage on.,Americas,https://www.bbc.com/news/videos/cy9q942y4nxo
Houses burnt to the ground as wildfires tighten grip on LA - The blaze has been fuelled by fierce winds that are expected to reach up to 100mph (160km/h).,Americas,https://www.bbc.com/news/videos/c7082gd1737o
"'Too many tears to count' - Meghan mourns pet dog Guy - The Duchess of Sussex says she is ""devastated"" following the death of her rescue dog.",Americas,https://www.bbc.com/news/articles/c78523r8gnxo
"Deadly wildfires rage across LA as fierce winds threaten more destruction - Firefighters are still unable to contain multiple blazes, as forecasters warn winds could stoke an already ""extremely dangerous"" situation.",Americas,https://www.bbc.comhttps://www.bbc.com/news/live/cg7z9zjv90jt
Anger after fire evacuation alert sent in error to millions in LA - As many as 10 million residents of LA county may have received the text message warning them to get ready to flee.,Americas,https://www.bbc.com/news/articles/c17egd54e1no
TikTok makes last ditch legal bid to prevent imminent US ban - TikTok is challenging a law that would see it banned in the US in a matter of days.,Technology,https://www.bbc.com/news/articles/cz9g91gn5ddo
9/11 guilty pleas delayed after US government objects - The justice department argued it would cause irreparable harm if Khalid Sheikh Mohammed and two co-defendants' pleas were accepted.,Americas,https://www.bbc.com/news/articles/cp836g9146do
"In pictures: Handshakes, smiles and stares as five presidents meet at Carter's funeral  - All five living presidents appeared together at the funeral service of former US President Jimmy Carter.",Americas,https://www.bbc.com/news/articles/czjdjz3pdd0o
"Watch: Processions and presidents at Carter's state funeral - President Joe Biden repeatedly praised Carter's ""example"" and ""character"" in his eulogy. ",Americas,https://www.bbc.com/news/videos/cvg6g2r2vlxo
Supreme Court rejects Trump bid to halt hush-money case sentencing - Trump had launched a last-minute appeal at the US Supreme Court ahead of Friday's sentencing hearing.,Americas,https://www.bbc.com/news/articles/cx2v2exxn72o
Danes struggle with response to Trump Greenland threat - Copenhagen's grey winter skies match the mood among politicians and business leaders in the face of a crisis.,Europe,https://www.bbc.com/news/articles/cp313e41jy1o
Jeff Bridges among celebrities to lose homes in wildfires - Actor James Woods breaks down in tears on live TV as he describes how his Pacific Palisades property was razed.,Americas,https://www.bbc.com/news/articles/crmnm2g1z74o
LA wildfire damages set to cost record $135bn - Some of the most expensive properties in the US have been wiped out by the fires.,Business,https://www.bbc.com/news/articles/c07g73p4805o
What's the latest on the Los Angeles wildfires and what caused them? - Everything you need to know about the blazes that have forced thousands to leave their homes.,Americas,https://www.bbc.com/news/articles/clyxypryrnko
Residents return to burned homes as LA fires rage on - Families are assessing the damage to their properties and communities as some of the fires are 0% contained.,Americas,https://www.bbc.com/news/videos/cx2n22z9ypgo
"BBC reporter assesses destruction on fire-ravaged street - At least five people have died as a result of the Eaton fire as the blaze remains 0% contained, officials say.",Americas,https://www.bbc.com/news/videos/c9q7q80z51qo
"Moment five US presidents gather at Carter's funeral - US Presidents Joe Biden, Donald Trump, Barack Obama, George W Bush and Bill Clinton sat in the front pews.",Americas,https://www.bbc.com/news/videos/cjwlw5y2gnvo
"Stuck in traffic as flames approached: Why LA is hard to evacuate - Residents leaving their homes faced choke points, gridlock and the tough decision of whether to abandon their cars and run.",Americas,https://www.bbc.comhttps://www.bbc.com/future/article/20250109-why-los-angeles-was-so-hard-to-evacuate-during-the-wildfires
